index,Year,Mileage(miles),Engine,PS,Transmission,Fuel,Number_of_Owners,Price(£),href,PPY,MileageRank,PriceRank,PPYRank,Score
0,2018,44000,1.6L,114.3984221,1,1,1,14995,https://www.autotrader.co.uk/car-details/202212122461540?year-to=2022&year-from=2012&include-delivery-option=on&make=Audi&radius=1500&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&postcode=br49jd&sort=relevance&exclude-writeoff-categories=on&page=1&percentVehiclePriceDeposit=true,2499.166667,215,163,340,718
4,2016,42596,1.0L,93.68836292,1,0,3,10755,https://www.autotrader.co.uk/car-details/202210090558995?year-to=2022&year-from=2012&include-delivery-option=on&make=Audi&radius=1500&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&postcode=br49jd&sort=relevance&exclude-writeoff-categories=on&page=1&percentVehiclePriceDeposit=true,2688.75,222,330,276,828
7,2015,42700,1.4L,123.2741617,1,0,2,10799,https://www.autotrader.co.uk/car-details/202212152544160?year-to=2022&year-from=2012&include-delivery-option=on&make=Audi&radius=1500&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&postcode=br49jd&sort=relevance&exclude-writeoff-categories=on&page=1&percentVehiclePriceDeposit=true,3599.666667,221,327,94,642
11,2014,86000,1.6L,103.5502959,1,1,3,7490,https://www.autotrader.co.uk/car-details/202211151697232?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=2,3745,41,449,83,573
12,2014,104310,1.6L,103.5502959,1,1,3,7400,https://www.autotrader.co.uk/car-details/202207298262599?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=2,3700,12,452,85,549
15,2015,55191,1.4L,123.2741617,1,0,2,9991,https://www.autotrader.co.uk/car-details/202212052286694?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=2,3330.333333,148,365,125,638
18,2014,93432,1.6L,103.5502959,1,1,4,6490,https://www.autotrader.co.uk/car-details/202212052289351?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=2,3245,30,466,134,630
25,2015,49000,1.4L,123,1,0,2,11795,https://www.autotrader.co.uk/car-details/202209219967954?include-delivery-option=on&model=A1&radius=1500&postcode=br49jd&exclude-writeoff-categories=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&page=3&percentVehiclePriceDeposit=true,3931.666667,185,271,61,517
28,2018,68582,1.4L,147.9289941,1,0,1,12300,https://www.autotrader.co.uk/car-details/202211101543944?include-delivery-option=on&model=A1&radius=1500&postcode=br49jd&exclude-writeoff-categories=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&page=3&percentVehiclePriceDeposit=true,2050,91,245,452,788
30,2016,72900,1.6L,114.3984221,1,1,2,8980,https://www.autotrader.co.uk/car-details/202211141675789?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=4&percentVehiclePriceDeposit=true,2245,69,406,421,896
32,2015,68700,1.4L,123,0,0,2,11183,https://www.autotrader.co.uk/car-details/202212222721369?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=4&percentVehiclePriceDeposit=true,3727.666667,90,306,84,480
37,2017,33000,1.4L,123.2741617,1,0,1,11840,https://www.autotrader.co.uk/car-details/202211011287489?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=4&percentVehiclePriceDeposit=true,2368,291,268,384,943
40,2015,70000,1.4L,148,1,0,2,9990,https://www.autotrader.co.uk/car-details/202208259122155?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=5&percentVehiclePriceDeposit=true,3330,83,369,126,578
42,2019,54595,1.0L,93.68836292,1,0,1,14837,https://www.autotrader.co.uk/car-details/202211081476066?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=5&percentVehiclePriceDeposit=true,2119.571429,154,171,443,768
43,2018,37000,1.4L,123.2741617,1,0,1,12650,https://www.autotrader.co.uk/car-details/202210020337172?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=5,2108.333333,258,227,445,930
44,2016,65000,1.0L,93.68836292,1,0,2,8990,https://www.autotrader.co.uk/car-details/202211011278471?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=5,2247.5,99,405,420,924
46,2014,96500,1.2L,84.81262327,1,0,4,6550,https://www.autotrader.co.uk/car-details/202211292106864?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=5&percentVehiclePriceDeposit=true,3275,22,464,130,616
47,2017,38030,1.6L,114.3984221,1,1,2,12500,https://www.autotrader.co.uk/car-details/202209219950134?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=5&percentVehiclePriceDeposit=true,2500,250,232,331,813
48,2015,54000,1.4L,123.2741617,1,0,3,9499,https://www.autotrader.co.uk/car-details/202208178884874?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=5&percentVehiclePriceDeposit=true,3166.333333,156,383,148,687
50,2015,71845,1.4L,123.2741617,1,0,2,8695,https://www.autotrader.co.uk/car-details/202209139705891?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=6,2898.333333,75,416,202,693
53,2015,61161,1.6L,114.3984221,1,1,2,9595,https://www.autotrader.co.uk/car-details/202209139708262?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=6,3198.333333,121,381,144,646
56,2017,22000,1.4L,123.2741617,1,0,1,12995,https://www.autotrader.co.uk/car-details/202207197933466?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=6,2599,368,218,305,891
57,2014,44652,1.6L,103.5502959,1,1,1,7750,https://www.autotrader.co.uk/car-details/202207258106971?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=6,3875,208,443,63,714
58,2014,61550,1.4L,182.4457594,0,0,6,11000,https://www.autotrader.co.uk/car-details/202211221897322?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=6,5500,119,310,15,444
60,2015,45121,1.0L,93.68836292,1,0,2,10575,https://www.autotrader.co.uk/car-details/202212142525379?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=7,3525,205,337,96,638
61,2019,18487,1.0L,114.3984221,1,0,1,19399,https://www.autotrader.co.uk/car-details/202212232736003?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=7,2771.285714,392,73,246,711
62,2014,80137,1.6L,103.5502959,1,1,2,6995,https://www.autotrader.co.uk/car-details/202210010298332?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=7,3497.5,47,458,101,606
64,2016,28350,1.0L,93.68836292,1,0,3,10890,https://www.autotrader.co.uk/car-details/202209109630049?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=7,2722.5,325,325,261,911
65,2016,81094,1.4L,147.9289941,1,0,2,10950,https://www.autotrader.co.uk/car-details/202212032249520?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=7,2737.5,45,323,258,626
66,2014,102525,1.6L,103.5502959,1,1,4,7345,https://www.autotrader.co.uk/car-details/202209119651805?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=7,3672.5,16,454,89,559
72,2015,37392,1.0L,93.68836292,0,0,2,11795,https://www.autotrader.co.uk/car-details/202212102431527?include-delivery-option=on&model=A1&radius=1500&postcode=br49jd&exclude-writeoff-categories=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&page=8,3931.666667,257,273,62,592
74,2015,107000,1.0L,93.68836292,1,0,2,7800,https://www.autotrader.co.uk/car-details/202210190879920?include-delivery-option=on&model=A1&radius=1500&postcode=br49jd&exclude-writeoff-categories=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&page=8,2600,9,441,301,751
75,2018,45027,1.0L,93,1,0,2,12300,https://www.autotrader.co.uk/car-details/202209270163063?include-delivery-option=on&model=A1&radius=1500&postcode=br49jd&exclude-writeoff-categories=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&page=8,2050,206,244,451,901
79,2019,47700,1.0L,114.3984221,1,0,1,15495,https://www.autotrader.co.uk/car-details/202211181805940?include-delivery-option=on&model=A1&radius=1500&postcode=br49jd&exclude-writeoff-categories=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&page=8,2213.571429,193,154,427,774
84,2017,40266,1.4L,123.2741617,0,0,4,14990,https://www.autotrader.co.uk/car-details/202212022229956?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=9,2998,234,165,179,578
95,2014,45203,1.4L,122,1,0,2,10403,https://www.autotrader.co.uk/car-details/202212222718993?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=10,5201.5,204,347,22,573
96,2015,40000,1.4L,120.3155819,1,0,2,12138,https://www.autotrader.co.uk/car-details/202211201848910?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=10,4046,240,249,56,545
99,2014,59000,1.4L,120.3155819,1,0,2,9990,https://www.autotrader.co.uk/car-details/202212082381700?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=10,4995,128,368,24,520
101,2019,42327,1.0L,114.3984221,1,0,2,15300,https://www.autotrader.co.uk/car-details/202211081492305?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=11,2185.714286,223,156,433,812
103,2014,62000,1.6L,103.5502959,1,1,3,7990,https://www.autotrader.co.uk/car-details/202212122468769?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=11,3995,115,437,60,612
104,2017,20141,1.4L,123.2741617,1,0,2,14094,https://www.autotrader.co.uk/car-details/202210130697300?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=11,2818.8,380,191,229,800
108,2020,35533,1.0L,114.3984221,1,0,1,17495,https://www.autotrader.co.uk/car-details/202210150751438?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=11,2186.875,275,115,432,822
109,2014,71700,1.4L,138.0670611,1,0,2,10000,https://www.autotrader.co.uk/car-details/202212182610967?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=11,5000,76,359,23,458
110,2014,34802,1.4L,121,0,0,2,12495,https://www.autotrader.co.uk/car-details/202207298254094?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=12,6247.5,278,235,3,516
118,2014,27879,1.4L,120.3155819,0,0,2,12490,https://www.autotrader.co.uk/car-details/202210120654436?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=13,6245,331,239,4,574
119,2016,62000,1.4L,123.2741617,1,0,1,9490,https://www.autotrader.co.uk/car-details/202212202660017?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=13,2372.5,113,387,382,882
121,2019,10761,1.0L,114.3984221,1,0,1,24499,https://www.autotrader.co.uk/car-details/202212202661823?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=13,3499.857143,435,20,99,554
122,2015,69000,1.4L,147.9289941,0,0,2,11500,https://www.autotrader.co.uk/car-details/202212222726532?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=13,3833.333333,89,280,67,436
126,2017,77069,1.4L,123.2741617,1,0,2,9495,https://www.autotrader.co.uk/car-details/202212142522475?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=13,1899,56,385,463,904
136,2014,26700,1.4L,120.3155819,1,0,1,11295,https://www.autotrader.co.uk/car-details/202212062317961?year-to=2022&year-from=2012&include-delivery-option=on&make=Audi&radius=1500&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&postcode=br49jd&sort=relevance&exclude-writeoff-categories=on&page=14,5647.5,337,300,11,648
137,2016,74367,1.6L,114.3984221,0,1,1,10750,https://www.autotrader.co.uk/car-details/202210251064019?year-to=2022&year-from=2012&include-delivery-option=on&make=Audi&radius=1500&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&postcode=br49jd&sort=relevance&exclude-writeoff-categories=on&page=14,2687.5,60,331,277,668
138,2016,78890,1.0L,93.68836292,1,0,2,8995,https://www.autotrader.co.uk/car-details/202210080542814?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=15,2248.75,52,402,417,871
145,2018,26041,1.0L,94,1,0,2,14300,https://www.autotrader.co.uk/car-details/202211141658702?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=15,2383.333333,343,187,377,907
150,2016,25323,1.0L,94,1,0,3,12600,https://www.autotrader.co.uk/car-details/202211292100355?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=16,3150,348,229,151,728
151,2019,34000,1.0L,114,0,0,1,17495,https://www.autotrader.co.uk/car-details/202212222714794?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=16,2499.285714,283,117,337,737
152,2017,39796,1.4L,123.2741617,1,0,1,13470,https://www.autotrader.co.uk/car-details/202212032249654?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=16,2694,243,210,274,727
156,2016,60333,1.4L,123,1,0,2,11800,https://www.autotrader.co.uk/car-details/202212082368322?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=16,2950,123,269,188,580
158,2016,61696,1.4L,123.2741617,1,0,2,12000,https://www.autotrader.co.uk/car-details/202210140732477?exclude-writeoff-categories=on&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&year-to=2022&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&sort=relevance&page=17&percentVehiclePriceDeposit=true,3000,118,251,169,538
159,2014,54086,1.2L,84.81262327,1,0,1,8450,https://www.autotrader.co.uk/car-details/202212032249011?exclude-writeoff-categories=on&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&year-to=2022&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&sort=relevance&page=17&percentVehiclePriceDeposit=true,4225,155,426,44,625
160,2015,34000,1.4L,123,1,0,2,12490,https://www.autotrader.co.uk/car-details/202211011265517?exclude-writeoff-categories=on&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&year-to=2022&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&sort=relevance&page=17&percentVehiclePriceDeposit=true,4163.333333,284,237,48,569
163,2016,88098,1.4L,147.9289941,1,0,4,11450,https://www.autotrader.co.uk/car-details/202211111575327?exclude-writeoff-categories=on&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&year-to=2022&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&sort=relevance&page=17&percentVehiclePriceDeposit=true,2862.5,38,294,214,546
165,2020,57279,1.0L,114.3984221,1,0,1,15189,https://www.autotrader.co.uk/car-details/202209270167096?exclude-writeoff-categories=on&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&year-to=2022&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&sort=relevance&page=17,1898.625,132,157,464,753
167,2017,46600,1.4L,123,1,0,2,12300,https://www.autotrader.co.uk/car-details/202212242757485?exclude-writeoff-categories=on&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&year-to=2022&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&sort=relevance&page=17&percentVehiclePriceDeposit=true,2460,198,243,357,798
168,2014,64207,1.6L,104,1,1,1,8595,https://www.autotrader.co.uk/car-details/202212022226694?year-to=2022&year-from=2012&include-delivery-option=on&make=Audi&radius=1500&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&postcode=br49jd&sort=relevance&exclude-writeoff-categories=on&page=18&percentVehiclePriceDeposit=true,4297.5,102,419,40,561
169,2020,12433,1.5L,147.9289941,1,0,1,21799,https://www.autotrader.co.uk/car-details/202210311247941?year-to=2022&year-from=2012&include-delivery-option=on&make=Audi&radius=1500&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&postcode=br49jd&sort=relevance&exclude-writeoff-categories=on&page=18&percentVehiclePriceDeposit=true,2724.875,426,31,260,717
171,2014,52000,1.4L,120.3155819,1,0,2,8399,https://www.autotrader.co.uk/car-details/202212142515891?year-to=2022&year-from=2012&include-delivery-option=on&make=Audi&radius=1500&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&postcode=br49jd&sort=relevance&exclude-writeoff-categories=on&page=18&percentVehiclePriceDeposit=true,4199.5,165,427,45,637
174,2017,50573,1.4L,123.2741617,1,0,2,11790,https://www.autotrader.co.uk/car-details/202211141679834?year-to=2022&year-from=2012&include-delivery-option=on&make=Audi&radius=1500&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&postcode=br49jd&sort=relevance&exclude-writeoff-categories=on&page=18,2358,179,274,387,840
175,2014,48925,1.4L,138.0670611,0,0,3,11795,https://www.autotrader.co.uk/car-details/202211141677728?year-to=2022&year-from=2012&include-delivery-option=on&make=Audi&radius=1500&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&postcode=br49jd&sort=relevance&exclude-writeoff-categories=on&page=18&percentVehiclePriceDeposit=true,5897.5,188,272,7,467
178,2014,69000,1.4L,120.3155819,1,0,1,9480,https://www.autotrader.co.uk/car-details/202212152549872?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=19&percentVehiclePriceDeposit=true,4740,88,388,27,503
179,2016,55015,1.0L,93.68836292,1,0,2,10299,https://www.autotrader.co.uk/car-details/202211071449099?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=19&percentVehiclePriceDeposit=true,2574.75,150,351,311,812
181,2016,55216,1.4L,123.2741617,1,0,2,11500,https://www.autotrader.co.uk/car-details/202211141672468?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=19&percentVehiclePriceDeposit=true,2875,147,281,209,637
183,2018,46000,1.4L,147.9289941,1,0,3,14950,https://www.autotrader.co.uk/car-details/202212202654315?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=19,2491.666667,202,168,348,718
