index,Year,Mileage(miles),Engine,PS,Transmission,Fuel,Number_of_Owners,Price(£),href,PPY,MileageRank,PriceRank,PPYRank,Score
698,2015,35550,1.6L,114.3984221,0,1,1,11990,https://www.autotrader.co.uk/car-details/202210180860158?include-delivery-option=on&model=A1&radius=1500&postcode=br49jd&exclude-writeoff-categories=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&page=71,3996.666667,274,262,59,595
699,2017,33126,1.4L,123.2741617,1,0,3,13495,https://www.autotrader.co.uk/car-details/202212032248417?include-delivery-option=on&model=A1&radius=1500&postcode=br49jd&exclude-writeoff-categories=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&page=71,2699,288,207,272,767
700,2018,25000,1.0L,93,1,0,2,14949,https://www.autotrader.co.uk/car-details/202212012171321?include-delivery-option=on&model=A1&radius=1500&postcode=br49jd&exclude-writeoff-categories=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&page=71,2491.5,351,169,349,869
704,2020,11775,1.5L,147.9289941,0,0,1,25990,https://www.autotrader.co.uk/car-details/202211241955643?include-delivery-option=on&model=A1&radius=1500&postcode=br49jd&exclude-writeoff-categories=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&page=71,3248.75,430,11,133,574
706,2019,53019,1.0L,93.68836292,1,0,1,15990,https://www.autotrader.co.uk/car-details/202211041386128?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=72,2284.285714,161,149,406,716
708,2018,24850,1.0L,114.3984221,0,0,1,21390,https://www.autotrader.co.uk/car-details/202211171756113?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=72,3565,354,35,95,484
711,2014,120690,2.0L,141.025641,1,1,2,6690,https://www.autotrader.co.uk/car-details/202210120647011?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=72,3345,3,462,117,582
713,2016,37963,1.0L,93.68836292,1,0,2,10990,https://www.autotrader.co.uk/car-details/202209099597218?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=72,2747.5,252,319,256,827
715,2018,19991,1.6L,114.3984221,1,1,1,15970,https://www.autotrader.co.uk/car-details/202211051414156?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=72,2661.666667,384,150,284,818
716,2020,24950,1.0L,114.3984221,1,0,1,19799,https://www.autotrader.co.uk/car-details/202212092414805?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=73,2474.875,352,65,354,771
718,2015,63935,1.0L,95,1,0,2,8750,https://www.autotrader.co.uk/car-details/202211231939453?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=73,2916.666667,105,413,196,714
719,2014,58000,1.4L,120.3155819,1,0,4,10995,https://www.autotrader.co.uk/car-details/202211071470355?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=73,5497.5,130,317,16,463
726,2020,33549,1.0L,114.3984221,1,0,1,17990,https://www.autotrader.co.uk/car-details/202212122468323?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=74,2248.75,287,106,416,809
727,2016,35781,1.4L,123.2741617,1,0,1,11998,https://www.autotrader.co.uk/car-details/202212142504150?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=74,2999.5,271,256,173,700
728,2016,51157,1.6L,114.3984221,1,1,2,12400,https://www.autotrader.co.uk/car-details/202212162555965?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=74,3100,170,242,159,571
729,2018,28002,1.4L,123.2741617,1,0,2,13946,https://www.autotrader.co.uk/car-details/202206106661532?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=74,2324.333333,327,198,400,925
730,2017,78300,1.0L,93.68836292,1,0,2,10995,https://www.autotrader.co.uk/car-details/202212132487141?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=74,2199,53,312,429,794
732,2017,20000,1.4L,123,1,0,1,14800,https://www.autotrader.co.uk/car-details/202212082381862?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=74,2960,382,172,185,739
734,2015,56212,1.4L,123.2741617,1,0,2,10431,https://www.autotrader.co.uk/car-details/202211231947175?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&model=A1&postcode=br49jd&year-to=2022&sort=relevance&page=74,3477,138,346,105,589
736,2015,55280,1.4L,123,1,0,2,9990,https://www.autotrader.co.uk/car-details/202211302139260?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=75,3330,146,370,127,643
739,2015,34000,1.4L,123.2741617,1,0,1,10250,https://www.autotrader.co.uk/car-details/202211241957378?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=75,3416.666667,285,355,111,751
741,2019,12066,1.0L,114.3984221,0,0,1,22995,https://www.autotrader.co.uk/car-details/202212032249658?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=75,3285,428,24,129,581
742,2019,31822,1.0L,114.3984221,0,0,1,20150,https://www.autotrader.co.uk/car-details/202211221898695?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=75,2878.571429,302,55,207,564
743,2022,10250,1.0L,93.68836292,1,0,1,21210,https://www.autotrader.co.uk/car-details/202204305197785?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=75,2121,439,36,442,917
745,2017,72291,1.4L,123.2741617,1,0,3,9975,https://www.autotrader.co.uk/car-details/202210010308816?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=76,1995,73,372,459,904
747,2019,25789,1.5L,150,1,0,3,17750,https://www.autotrader.co.uk/car-details/202211241955976?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=76,2535.714286,346,112,326,784
748,2015,149000,1.6L,114.3984221,1,1,2,6489,https://www.autotrader.co.uk/car-details/202211221892882?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=76,2163,0,467,436,903
749,2020,9500,1.0L,108.4812623,1,0,1,18995,https://www.autotrader.co.uk/car-details/202211011278777?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=76,2374.375,445,77,379,901
753,2022,2971,1.5L,147.9289941,0,0,1,26499,https://www.autotrader.co.uk/car-details/202212162576727?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=76,2649.9,460,7,287,754
754,2021,9044,1.5L,147.9289941,0,0,1,25995,https://www.autotrader.co.uk/car-details/202210060478557?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=76,2888.333333,446,10,205,661
755,2017,55747,1.0L,93,0,0,2,10779,https://www.autotrader.co.uk/car-details/202212202666828?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=77,2155.8,142,329,438,909
756,2021,10000,1.0L,93.68836292,0,0,1,24990,https://www.autotrader.co.uk/car-details/202209169823121?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=77,2776.666667,441,16,243,700
757,2021,2108,1.0L,93.68836292,1,0,1,19990,https://www.autotrader.co.uk/car-details/202209169836022?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=77,2221.111111,463,62,424,949
758,2018,48567,1.4L,123.2741617,0,0,3,13560,https://www.autotrader.co.uk/car-details/202212102424193?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=77,2260,191,204,409,804
759,2019,21137,1.0L,114,1,0,1,16300,https://www.autotrader.co.uk/car-details/202211051417097?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=77,2328.571429,371,141,398,910
760,2020,34643,1.0L,93.68836292,1,0,1,18000,https://www.autotrader.co.uk/car-details/202210311245676?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=77,2250,279,99,411,789
762,2015,51493,1.4L,120.3155819,1,0,2,9299,https://www.autotrader.co.uk/car-details/202212082377555?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=77,3099.666667,169,396,160,725
763,2018,9890,1.4L,123,0,0,1,16700,https://www.autotrader.co.uk/car-details/202208018335028?make=Audi&radius=1500&year-from=2012&include-delivery-option=on&model=A1&advertising-location=at_cars&exclude-writeoff-categories=on&postcode=br49jd&year-to=2022&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=relevance&page=77,2783.333333,442,135,241,818
765,2015,96000,1.6L,114.3984221,1,1,1,9250,https://www.autotrader.co.uk/car-details/202212132488975?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=78,3083.333333,24,397,162,583
769,2014,95795,1.4L,120.3155819,1,0,3,8195,https://www.autotrader.co.uk/car-details/202205035289260?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=78,4097.5,28,434,54,516
772,2015,64000,1.4L,123.2741617,1,0,4,8500,https://www.autotrader.co.uk/car-details/202210230992900?model=A1&radius=1500&postcode=br49jd&year-to=2022&exclude-writeoff-categories=on&make=Audi&sort=relevance&include-delivery-option=on&year-from=2012&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=78,2833.333333,103,420,221,744
779,2020,7145,1.0L,94,1,0,1,16700,https://www.autotrader.co.uk/car-details/202207258106613?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=79&percentVehiclePriceDeposit=true,2087.5,451,134,447,1032
781,2015,56642,1.4L,123.2741617,1,0,3,9995,https://www.autotrader.co.uk/car-details/202210170799197?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=79&percentVehiclePriceDeposit=true,3331.666667,135,364,122,621
784,2018,2688,1.4L,123,0,0,2,20495,https://www.autotrader.co.uk/car-details/202212232748465?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=79&percentVehiclePriceDeposit=true,3415.833333,461,49,112,622
786,2019,11972,1.0L,114,0,0,1,20300,https://www.autotrader.co.uk/car-details/202212132502589?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=80,2900,429,54,199,682
789,2018,34622,1.0L,93.68836292,1,0,1,14600,https://www.autotrader.co.uk/car-details/202211292112420?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=80,2433.333333,280,179,366,825
791,2019,13730,1.0L,114.3984221,1,0,1,17989,https://www.autotrader.co.uk/car-details/202211302149925?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=80,2569.857143,420,108,315,843
795,2015,50809,1.4L,147.9289941,0,0,4,13289,https://www.autotrader.co.uk/car-details/202212222707343?exclude-writeoff-categories=on&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&year-to=2022&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&sort=relevance&page=81,4429.666667,176,212,34,422
802,2018,28897,1.4L,123.2741617,1,0,1,16847,https://www.autotrader.co.uk/car-details/202211121619109?exclude-writeoff-categories=on&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&year-to=2022&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&sort=relevance&page=81,2807.833333,324,133,233,690
804,2017,57330,1.0L,93.68836292,1,0,1,9900,https://www.autotrader.co.uk/car-details/202212202660763?exclude-writeoff-categories=on&year-from=2012&make=Audi&radius=1500&advertising-location=at_cars&year-to=2022&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&sort=relevance&page=81,1980,131,374,460,965
805,2020,16866,1.0L,93.68836292,0,0,1,19990,https://www.autotrader.co.uk/car-details/202209260126875?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=82&percentVehiclePriceDeposit=true,2498.75,404,60,342,806
807,2015,34100,1.0L,93.68836292,1,0,2,10490,https://www.autotrader.co.uk/car-details/202211091538446?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=82&percentVehiclePriceDeposit=true,3496.666667,281,342,103,726
808,2019,2642,1.0L,114.3984221,1,0,1,17499,https://www.autotrader.co.uk/car-details/202210110616049?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=82&percentVehiclePriceDeposit=true,2499.857143,462,114,334,910
809,2020,25300,1.0L,114.3984221,1,0,1,19495,https://www.autotrader.co.uk/car-details/202210291193938?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=82&percentVehiclePriceDeposit=true,2436.875,349,71,364,784
811,2015,43411,1.4L,123.2741617,0,0,2,12995,https://www.autotrader.co.uk/car-details/202211171759303?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=82,4331.666667,216,219,39,474
812,2015,72417,1.6L,114.3984221,1,1,1,9978,https://www.autotrader.co.uk/car-details/202201251743248?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=82&percentVehiclePriceDeposit=true,3326,72,371,128,571
814,2014,35730,1.4L,120.3155819,0,0,3,12100,https://www.autotrader.co.uk/car-details/202210251072114?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=82&percentVehiclePriceDeposit=true,6050,272,250,5,527
815,2014,74000,1.4L,120,1,0,2,8300,https://www.autotrader.co.uk/car-details/202211181812866?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=83,4150,64,429,49,542
818,2016,48300,1.4L,123.2741617,1,0,2,11700,https://www.autotrader.co.uk/car-details/202211292120904?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=83,2925,192,275,193,660
820,2020,15187,1.0L,108,1,0,1,21000,https://www.autotrader.co.uk/car-details/202211292122089?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=83,2625,414,39,294,747
822,2020,17567,1.0L,114.3984221,1,0,1,19999,https://www.autotrader.co.uk/car-details/202212162576735?model=A1&exclude-writeoff-categories=on&radius=1500&postcode=br49jd&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Audi&sort=relevance&advertising-location=at_cars&year-to=2022&year-from=2012&page=83,2499.875,397,58,333,788
825,2017,50187,1.4L,123,1,0,2,11300,https://www.autotrader.co.uk/car-details/202211252001402?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=84,2260,180,298,410,888
829,2016,47000,1.0L,93.68836292,1,0,2,9990,https://www.autotrader.co.uk/car-details/202210140716831?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=84,2497.5,196,366,345,907
830,2018,70633,1.0L,93.68836292,1,0,1,10980,https://www.autotrader.co.uk/car-details/202212082385600?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=84,1830,80,322,467,869
831,2021,5550,1.0L,108.4812623,0,0,1,24795,https://www.autotrader.co.uk/car-details/202210301214836?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=84,2755,453,18,250,721
832,2020,19000,1.0L,93.68836292,1,0,1,17999,https://www.autotrader.co.uk/car-details/202212082386697?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2012&make=Audi&radius=1500&model=A1&year-to=2022&include-delivery-option=on&postcode=br49jd&advertising-location=at_cars&exclude-writeoff-categories=on&sort=relevance&page=84,2249.875,388,102,414,904
833,2016,63000,1.0L,93.68836292,1,0,3,10700,https://www.autotrader.co.uk/car-details/202211151682325?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=85,2675,109,332,280,721
834,2020,35251,1.0L,94,1,0,1,18800,https://www.autotrader.co.uk/car-details/202212212695829?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=85,2350,277,86,390,753
835,2019,13456,1.0L,93.68836292,1,0,1,19750,https://www.autotrader.co.uk/car-details/202209029356009?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=85,2821.428571,422,67,227,716
837,2019,31925,1.0L,114,1,0,2,17495,https://www.autotrader.co.uk/car-details/202212132489155?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=85,2499.285714,301,119,339,759
838,2017,33579,1.0L,93,1,0,2,12499,https://www.autotrader.co.uk/car-details/202211171756988?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=85,2499.8,286,234,335,855
839,2016,43266,1.4L,148,1,0,2,13679,https://www.autotrader.co.uk/car-details/202211302144513?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=85,3419.75,217,202,109,528
840,2014,47000,1.4L,121,1,0,1,11499,https://www.autotrader.co.uk/car-details/202211262020242?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=85,5749.5,197,283,9,489
841,2016,40236,1.4L,123.2741617,1,0,1,10790,https://www.autotrader.co.uk/car-details/202212232732268?advertising-location=at_cars&year-to=2022&make=Audi&radius=1500&include-delivery-option=on&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=br49jd&year-from=2012&exclude-writeoff-categories=on&sort=relevance&page=85,2697.5,235,328,273,836
847,2016,26660,1.4L,147.9289941,1,0,1,14995,https://www.autotrader.co.uk/car-details/202211171756386?year-to=2022&year-from=2012&include-delivery-option=on&make=Audi&radius=1500&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&postcode=br49jd&sort=relevance&exclude-writeoff-categories=on&page=86&percentVehiclePriceDeposit=true,3748.75,338,162,79,579
848,2017,44559,1.4L,123,1,0,2,11990,https://www.autotrader.co.uk/car-details/202210130710799?year-to=2022&year-from=2012&include-delivery-option=on&make=Audi&radius=1500&model=A1&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&postcode=br49jd&sort=relevance&exclude-writeoff-categories=on&page=86&percentVehiclePriceDeposit=true,2398,210,263,374,847
